route_run_id,route_pair,route_pair_label,route_variant,traffic_dataset,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,barycentric_x,barycentric_y,barycentric_z
chi_clow_to_ohare_0126,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_126,ohare_2026-03-07_1s_15nm_bbox,w_0126,0.2,0.0,0.4,0.4,-0.6000000000000001,0.20000000000000007,0.2
chi_clow_to_ohare_0127,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0127,0.2,0.0,0.5,0.3,-0.6,0.39999999999999997,0.0
chi_clow_to_ohare_0128,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_037,ohare_2026-03-07_1s_15nm_bbox,w_0128,0.2,0.0,0.6,0.2,-0.6,0.6000000000000001,-0.19999999999999996
chi_clow_to_ohare_0129,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_037,ohare_2026-03-07_1s_15nm_bbox,w_0129,0.2,0.0,0.7,0.1,-0.6,0.7999999999999999,-0.3999999999999999
chi_clow_to_ohare_0130,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_127,ohare_2026-03-07_1s_15nm_bbox,w_0130,0.2,0.0,0.8,0.0,-0.6000000000000001,1.0,-0.6000000000000001
chi_clow_to_ohare_0131,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0131,0.2,0.1,0.0,0.7,-0.3999999999999999,-0.6,0.7999999999999999
chi_clow_to_ohare_0132,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_032,ohare_2026-03-07_1s_15nm_bbox,w_0132,0.2,0.1,0.1,0.6,-0.3999999999999999,-0.39999999999999997,0.6
chi_clow_to_ohare_0133,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_128,ohare_2026-03-07_1s_15nm_bbox,w_0133,0.2,0.1,0.2,0.5,-0.39999999999999997,-0.19999999999999996,0.4
chi_clow_to_ohare_0134,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_129,ohare_2026-03-07_1s_15nm_bbox,w_0134,0.2,0.1,0.3,0.4,-0.39999999999999997,0.0,0.20000000000000004
chi_clow_to_ohare_0135,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0135,0.2,0.1,0.4,0.3,-0.39999999999999997,0.2,-5.551115123125783e-17
chi_clow_to_ohare_0136,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_033,ohare_2026-03-07_1s_15nm_bbox,w_0136,0.2,0.1,0.5,0.2,-0.39999999999999997,0.39999999999999997,-0.2
chi_clow_to_ohare_0137,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_130,ohare_2026-03-07_1s_15nm_bbox,w_0137,0.2,0.1,0.6,0.1,-0.3999999999999999,0.6,-0.4
chi_clow_to_ohare_0138,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_131,ohare_2026-03-07_1s_15nm_bbox,w_0138,0.2,0.1,0.7,0.0,-0.3999999999999999,0.7999999999999999,-0.6
chi_clow_to_ohare_0139,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0139,0.2,0.2,0.0,0.6,-0.19999999999999996,-0.6,0.6
chi_clow_to_ohare_0140,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_020,ohare_2026-03-07_1s_15nm_bbox,w_0140,0.2,0.2,0.1,0.5,-0.19999999999999996,-0.4,0.4
chi_clow_to_ohare_0141,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_132,ohare_2026-03-07_1s_15nm_bbox,w_0141,0.2,0.2,0.2,0.4,-0.2,-0.2,0.2
chi_clow_to_ohare_0142,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0142,0.2,0.2,0.3,0.3,-0.19999999999999996,0.0,0.0
chi_clow_to_ohare_0143,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0143,0.2,0.2,0.4,0.2,-0.2,0.2,-0.2
chi_clow_to_ohare_0144,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0144,0.2,0.2,0.5,0.1,-0.19999999999999998,0.4,-0.4
chi_clow_to_ohare_0145,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_019,ohare_2026-03-07_1s_15nm_bbox,w_0145,0.2,0.2,0.6,0.0,-0.19999999999999996,0.6,-0.6
chi_clow_to_ohare_0146,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0146,0.2,0.3,0.0,0.5,0.0,-0.6,0.4
chi_clow_to_ohare_0147,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_020,ohare_2026-03-07_1s_15nm_bbox,w_0147,0.2,0.3,0.1,0.4,0.0,-0.4,0.20000000000000004
chi_clow_to_ohare_0148,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0148,0.2,0.3,0.2,0.3,0.0,-0.19999999999999996,0.0
chi_clow_to_ohare_0149,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0149,0.2,0.3,0.3,0.2,0.0,0.0,-0.19999999999999996
chi_clow_to_ohare_0150,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0150,0.2,0.3,0.4,0.1,-2.7755575615628914e-17,0.20000000000000004,-0.4
chi_clow_to_ohare_0151,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_019,ohare_2026-03-07_1s_15nm_bbox,w_0151,0.2,0.3,0.5,0.0,0.0,0.4,-0.6
chi_clow_to_ohare_0152,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0152,0.2,0.4,0.0,0.4,0.20000000000000007,-0.6000000000000001,0.2
chi_clow_to_ohare_0153,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_035,ohare_2026-03-07_1s_15nm_bbox,w_0153,0.2,0.4,0.1,0.3,0.20000000000000012,-0.4,-5.551115123125783e-17
chi_clow_to_ohare_0154,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0154,0.2,0.4,0.2,0.2,0.20000000000000007,-0.2,-0.2
chi_clow_to_ohare_0155,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0155,0.2,0.4,0.3,0.1,0.2000000000000001,-2.7755575615628914e-17,-0.4
chi_clow_to_ohare_0156,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_133,ohare_2026-03-07_1s_15nm_bbox,w_0156,0.2,0.4,0.4,0.0,0.20000000000000007,0.2,-0.6000000000000001
chi_clow_to_ohare_0157,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0157,0.2,0.5,0.0,0.3,0.39999999999999997,-0.6,0.0
chi_clow_to_ohare_0158,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0158,0.2,0.5,0.1,0.2,0.39999999999999997,-0.4,-0.2
chi_clow_to_ohare_0159,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0159,0.2,0.5,0.2,0.1,0.3999999999999999,-0.19999999999999998,-0.4
chi_clow_to_ohare_0160,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_021,ohare_2026-03-07_1s_15nm_bbox,w_0160,0.2,0.5,0.3,0.0,0.39999999999999997,0.0,-0.6
chi_clow_to_ohare_0161,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0161,0.2,0.6,0.0,0.2,0.6000000000000001,-0.6,-0.19999999999999996
chi_clow_to_ohare_0162,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0162,0.2,0.6,0.1,0.1,0.6000000000000001,-0.3999999999999999,-0.4
chi_clow_to_ohare_0163,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_021,ohare_2026-03-07_1s_15nm_bbox,w_0163,0.2,0.6,0.2,0.0,0.6000000000000001,-0.19999999999999996,-0.6
chi_clow_to_ohare_0164,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_014,ohare_2026-03-07_1s_15nm_bbox,w_0164,0.2,0.7,0.0,0.1,0.7999999999999999,-0.6,-0.3999999999999999
chi_clow_to_ohare_0165,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_015,ohare_2026-03-07_1s_15nm_bbox,w_0165,0.2,0.7,0.1,0.0,0.7999999999999999,-0.3999999999999999,-0.6
chi_clow_to_ohare_0166,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_134,ohare_2026-03-07_1s_15nm_bbox,w_0166,0.2,0.8,0.0,0.0,1.0,-0.6000000000000001,-0.6000000000000001
chi_clow_to_ohare_0167,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0167,0.3,0.0,0.0,0.7,-0.39999999999999997,-0.39999999999999997,1.0
chi_clow_to_ohare_0168,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0168,0.3,0.0,0.1,0.6,-0.4,-0.19999999999999996,0.7999999999999999
chi_clow_to_ohare_0169,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0169,0.3,0.0,0.2,0.5,-0.4,0.0,0.6
chi_clow_to_ohare_0170,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0170,0.3,0.0,0.3,0.4,-0.4,0.19999999999999996,0.4
chi_clow_to_ohare_0171,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0171,0.3,0.0,0.4,0.3,-0.4,0.39999999999999997,0.19999999999999996
chi_clow_to_ohare_0172,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0172,0.3,0.0,0.5,0.2,-0.4,0.6000000000000001,0.0
chi_clow_to_ohare_0173,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_135,ohare_2026-03-07_1s_15nm_bbox,w_0173,0.3,0.0,0.6,0.1,-0.4,0.7999999999999999,-0.19999999999999998
chi_clow_to_ohare_0174,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_038,ohare_2026-03-07_1s_15nm_bbox,w_0174,0.3,0.0,0.7,0.0,-0.39999999999999997,1.0,-0.39999999999999997
chi_clow_to_ohare_0175,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0175,0.3,0.1,0.0,0.6,-0.19999999999999996,-0.4,0.7999999999999999
chi_clow_to_ohare_0176,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_022,ohare_2026-03-07_1s_15nm_bbox,w_0176,0.3,0.1,0.1,0.5,-0.19999999999999996,-0.2,0.6
chi_clow_to_ohare_0177,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_136,ohare_2026-03-07_1s_15nm_bbox,w_0177,0.3,0.1,0.2,0.4,-0.2,0.0,0.4
chi_clow_to_ohare_0178,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0178,0.3,0.1,0.3,0.3,-0.19999999999999996,0.2,0.19999999999999998
chi_clow_to_ohare_0179,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0179,0.3,0.1,0.4,0.2,-0.2,0.39999999999999997,-2.7755575615628914e-17
chi_clow_to_ohare_0180,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_137,ohare_2026-03-07_1s_15nm_bbox,w_0180,0.3,0.1,0.5,0.1,-0.19999999999999998,0.6,-0.20000000000000004
chi_clow_to_ohare_0181,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_138,ohare_2026-03-07_1s_15nm_bbox,w_0181,0.3,0.1,0.6,0.0,-0.19999999999999996,0.7999999999999999,-0.4
chi_clow_to_ohare_0182,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0182,0.3,0.2,0.0,0.5,0.0,-0.4,0.6
chi_clow_to_ohare_0183,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_020,ohare_2026-03-07_1s_15nm_bbox,w_0183,0.3,0.2,0.1,0.4,0.0,-0.20000000000000004,0.4
chi_clow_to_ohare_0184,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0184,0.3,0.2,0.2,0.3,0.0,0.0,0.19999999999999996
chi_clow_to_ohare_0185,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0185,0.3,0.2,0.3,0.2,0.0,0.19999999999999996,0.0
chi_clow_to_ohare_0186,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0186,0.3,0.2,0.4,0.1,-2.7755575615628914e-17,0.4,-0.20000000000000004
chi_clow_to_ohare_0187,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0187,0.3,0.2,0.5,0.0,0.0,0.6,-0.4
chi_clow_to_ohare_0188,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_139,ohare_2026-03-07_1s_15nm_bbox,w_0188,0.3,0.3,0.0,0.4,0.19999999999999996,-0.4,0.4
chi_clow_to_ohare_0189,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_039,ohare_2026-03-07_1s_15nm_bbox,w_0189,0.3,0.3,0.1,0.3,0.2,-0.19999999999999998,0.19999999999999998
chi_clow_to_ohare_0190,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0190,0.3,0.3,0.2,0.2,0.19999999999999996,0.0,0.0
chi_clow_to_ohare_0191,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0191,0.3,0.3,0.3,0.1,0.19999999999999998,0.19999999999999998,-0.19999999999999998
chi_clow_to_ohare_0192,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0192,0.3,0.3,0.4,0.0,0.19999999999999996,0.4,-0.4
chi_clow_to_ohare_0193,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0193,0.3,0.4,0.0,0.3,0.39999999999999997,-0.4,0.19999999999999996
chi_clow_to_ohare_0194,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0194,0.3,0.4,0.1,0.2,0.39999999999999997,-0.20000000000000004,-2.7755575615628914e-17
chi_clow_to_ohare_0195,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0195,0.3,0.4,0.2,0.1,0.3999999999999999,-2.7755575615628914e-17,-0.20000000000000004
chi_clow_to_ohare_0196,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_016,ohare_2026-03-07_1s_15nm_bbox,w_0196,0.3,0.4,0.3,0.0,0.39999999999999997,0.19999999999999996,-0.4
chi_clow_to_ohare_0197,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0197,0.3,0.5,0.0,0.2,0.6000000000000001,-0.4,0.0
chi_clow_to_ohare_0198,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0198,0.3,0.5,0.1,0.1,0.6000000000000001,-0.2,-0.20000000000000004
chi_clow_to_ohare_0199,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_021,ohare_2026-03-07_1s_15nm_bbox,w_0199,0.3,0.5,0.2,0.0,0.6000000000000001,0.0,-0.4
chi_clow_to_ohare_0200,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_014,ohare_2026-03-07_1s_15nm_bbox,w_0200,0.3,0.6,0.0,0.1,0.7999999999999999,-0.4,-0.19999999999999998
chi_clow_to_ohare_0201,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_015,ohare_2026-03-07_1s_15nm_bbox,w_0201,0.3,0.6,0.1,0.0,0.7999999999999999,-0.19999999999999998,-0.4
chi_clow_to_ohare_0202,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_140,ohare_2026-03-07_1s_15nm_bbox,w_0202,0.3,0.7,0.0,0.0,1.0,-0.39999999999999997,-0.39999999999999997
chi_clow_to_ohare_0203,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0203,0.4,0.0,0.0,0.6,-0.19999999999999996,-0.19999999999999996,1.0
chi_clow_to_ohare_0204,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0204,0.4,0.0,0.1,0.5,-0.19999999999999996,0.0,0.8
chi_clow_to_ohare_0205,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0205,0.4,0.0,0.2,0.4,-0.2,0.20000000000000007,0.6000000000000001
chi_clow_to_ohare_0206,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0206,0.4,0.0,0.3,0.3,-0.19999999999999996,0.39999999999999997,0.4
chi_clow_to_ohare_0207,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0207,0.4,0.0,0.4,0.2,-0.2,0.6000000000000001,0.2
chi_clow_to_ohare_0208,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0208,0.4,0.0,0.5,0.1,-0.19999999999999998,0.8,2.7755575615628914e-17
chi_clow_to_ohare_0209,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_038,ohare_2026-03-07_1s_15nm_bbox,w_0209,0.4,0.0,0.6,0.0,-0.19999999999999996,1.0,-0.19999999999999996
chi_clow_to_ohare_0210,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0210,0.4,0.1,0.0,0.5,0.0,-0.19999999999999996,0.8
chi_clow_to_ohare_0211,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_022,ohare_2026-03-07_1s_15nm_bbox,w_0211,0.4,0.1,0.1,0.4,0.0,0.0,0.6000000000000001
chi_clow_to_ohare_0212,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0212,0.4,0.1,0.2,0.3,0.0,0.2,0.4
chi_clow_to_ohare_0213,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0213,0.4,0.1,0.3,0.2,0.0,0.4000000000000001,0.20000000000000007
chi_clow_to_ohare_0214,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0214,0.4,0.1,0.4,0.1,-2.7755575615628914e-17,0.6000000000000001,2.7755575615628914e-17
chi_clow_to_ohare_0215,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0215,0.4,0.1,0.5,0.0,0.0,0.8,-0.19999999999999996
chi_clow_to_ohare_0216,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_023,ohare_2026-03-07_1s_15nm_bbox,w_0216,0.4,0.2,0.0,0.4,0.20000000000000007,-0.2,0.6000000000000001
chi_clow_to_ohare_0217,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_039,ohare_2026-03-07_1s_15nm_bbox,w_0217,0.4,0.2,0.1,0.3,0.20000000000000012,5.551115123125783e-17,0.4
chi_clow_to_ohare_0218,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0218,0.4,0.2,0.2,0.2,0.20000000000000007,0.2,0.2
chi_clow_to_ohare_0219,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0219,0.4,0.2,0.3,0.1,0.2000000000000001,0.4,2.7755575615628914e-17
chi_clow_to_ohare_0220,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0220,0.4,0.2,0.4,0.0,0.20000000000000007,0.6000000000000001,-0.2
chi_clow_to_ohare_0221,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_040,ohare_2026-03-07_1s_15nm_bbox,w_0221,0.4,0.3,0.0,0.3,0.39999999999999997,-0.19999999999999996,0.4
chi_clow_to_ohare_0222,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0222,0.4,0.3,0.1,0.2,0.39999999999999997,2.7755575615628914e-17,0.20000000000000004
chi_clow_to_ohare_0223,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0223,0.4,0.3,0.2,0.1,0.3999999999999999,0.20000000000000004,2.7755575615628914e-17
chi_clow_to_ohare_0224,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_024,ohare_2026-03-07_1s_15nm_bbox,w_0224,0.4,0.3,0.3,0.0,0.39999999999999997,0.4,-0.19999999999999996
chi_clow_to_ohare_0225,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0225,0.4,0.4,0.0,0.2,0.6000000000000001,-0.2,0.2
chi_clow_to_ohare_0226,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0226,0.4,0.4,0.1,0.1,0.6000000000000001,0.0,0.0
chi_clow_to_ohare_0227,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_141,ohare_2026-03-07_1s_15nm_bbox,w_0227,0.4,0.4,0.2,0.0,0.6000000000000001,0.2,-0.2
chi_clow_to_ohare_0228,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_014,ohare_2026-03-07_1s_15nm_bbox,w_0228,0.4,0.5,0.0,0.1,0.8,-0.19999999999999998,2.7755575615628914e-17
chi_clow_to_ohare_0229,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_015,ohare_2026-03-07_1s_15nm_bbox,w_0229,0.4,0.5,0.1,0.0,0.8,2.7755575615628914e-17,-0.19999999999999998
chi_clow_to_ohare_0230,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_142,ohare_2026-03-07_1s_15nm_bbox,w_0230,0.4,0.6,0.0,0.0,1.0,-0.19999999999999996,-0.19999999999999996
chi_clow_to_ohare_0231,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0231,0.5,0.0,0.0,0.5,0.0,0.0,1.0
chi_clow_to_ohare_0232,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0232,0.5,0.0,0.1,0.4,0.0,0.19999999999999996,0.8
chi_clow_to_ohare_0233,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0233,0.5,0.0,0.2,0.3,0.0,0.39999999999999997,0.6
chi_clow_to_ohare_0234,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0234,0.5,0.0,0.3,0.2,0.0,0.6000000000000001,0.4
chi_clow_to_ohare_0235,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0235,0.5,0.0,0.4,0.1,-2.7755575615628914e-17,0.8,0.19999999999999998
chi_clow_to_ohare_0236,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_013,ohare_2026-03-07_1s_15nm_bbox,w_0236,0.5,0.0,0.5,0.0,0.0,1.0,0.0
chi_clow_to_ohare_0237,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0237,0.5,0.1,0.0,0.4,0.19999999999999996,0.0,0.8
chi_clow_to_ohare_0238,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_022,ohare_2026-03-07_1s_15nm_bbox,w_0238,0.5,0.1,0.1,0.3,0.2,0.2,0.6000000000000001
chi_clow_to_ohare_0239,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0239,0.5,0.1,0.2,0.2,0.19999999999999996,0.4000000000000001,0.4
chi_clow_to_ohare_0240,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0240,0.5,0.1,0.3,0.1,0.19999999999999998,0.6,0.20000000000000004
chi_clow_to_ohare_0241,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0241,0.5,0.1,0.4,0.0,0.19999999999999996,0.8,0.0
chi_clow_to_ohare_0242,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_023,ohare_2026-03-07_1s_15nm_bbox,w_0242,0.5,0.2,0.0,0.3,0.39999999999999997,0.0,0.6
chi_clow_to_ohare_0243,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0243,0.5,0.2,0.1,0.2,0.39999999999999997,0.2,0.4
chi_clow_to_ohare_0244,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0244,0.5,0.2,0.2,0.1,0.3999999999999999,0.4,0.19999999999999998
chi_clow_to_ohare_0245,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_006,ohare_2026-03-07_1s_15nm_bbox,w_0245,0.5,0.2,0.3,0.0,0.39999999999999997,0.6,0.0
chi_clow_to_ohare_0246,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_040,ohare_2026-03-07_1s_15nm_bbox,w_0246,0.5,0.3,0.0,0.2,0.6000000000000001,0.0,0.4
chi_clow_to_ohare_0247,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0247,0.5,0.3,0.1,0.1,0.6000000000000001,0.20000000000000004,0.2
chi_clow_to_ohare_0248,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_016,ohare_2026-03-07_1s_15nm_bbox,w_0248,0.5,0.3,0.2,0.0,0.6000000000000001,0.4,0.0
chi_clow_to_ohare_0249,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_014,ohare_2026-03-07_1s_15nm_bbox,w_0249,0.5,0.4,0.0,0.1,0.8,-2.7755575615628914e-17,0.19999999999999998
chi_clow_to_ohare_0250,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_015,ohare_2026-03-07_1s_15nm_bbox,w_0250,0.5,0.4,0.1,0.0,0.8,0.19999999999999998,-2.7755575615628914e-17
